participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.cq_wrong_first_try,player.cq_attempt_count,player.q1,player.q2,player.q3,player.q4,player.q5,player.self_assesment,group.id_in_subsession,group.treatment,group.market_design,group.group_composition,group.realized_group_size,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,mrocn3qi,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:57.993625,1,,,4312.0,5,,0.0,1,ng,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,8,2,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
12,a9rbe355,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.001791,1,,,6004.0,6,,0.0,1,ng,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,3,2,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
13,e70ixf6a,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.009987,1,,,6580.0,1,,0.0,1,ghp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
14,yvu0j0px,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.020839,1,,,5049.0,2,,0.0,1,ghp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
15,8m72ygxx,,0,306,307,post_exp,Payoff,2026-08-26 15:51:58.028509,1,,,5623.0,3,,0.0,1,ghp,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,5,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
16,3mu21szb,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.037813,1,,,1989.0,4,,0.0,1,ghp,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,5,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
17,caoxz34q,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.047463,1,,,5560.0,5,,0.0,1,ghp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,4,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
18,rdnkoe93,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.055211,1,,,5545.0,6,,0.0,1,ghp,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,7,3,ghp,gamified,human_only,6,1,8o0qyfku,,,,,0
19,9d6cveb5,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.063225,1,,,5339.0,1,,0.0,1,ng,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,7,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
20,6swie1ys,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.070386,1,,,5807.0,2,,0.0,1,ng,Chrome,150.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,3,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
21,dltkzvxc,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.078693,1,,,5375.0,3,,0.0,1,ng,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,1,4,b,d,a,c,d,5,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
22,weju7mc9,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.086347,1,,,5278.0,4,,0.0,1,ng,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,7,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
23,dq2m7s6u,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.094483,1,,,5991.0,5,,0.0,1,ng,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,5,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
24,dw5igqpq,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.104037,1,,,5440.0,6,,0.0,1,ng,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,4,ng,non_gamified,human_only,6,1,8o0qyfku,,,,,0
25,1j25lcg3,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.111717,1,,,4881.0,1,,0.0,1,gh,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,4,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
26,icxcbb3j,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.119476,1,,,5593.0,2,,0.0,1,gh,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
27,2dz5zxb2,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.126727,1,,,4776.0,3,,0.0,1,gh,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,9,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
28,108ssdya,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.134481,1,,,5881.0,4,,0.0,1,gh,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
29,sgu796fi,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.144213,1,,,5232.0,5,,0.0,1,gh,Chrome,151.0.0,Windows,10,Other,0,0,0,1,,1,1,5,b,d,a,c,d,5,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
30,w7s9esrf,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.170798,1,,,5064.0,6,,0.0,1,gh,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,4,5,gh,hedonic_only,human_only,6,1,8o0qyfku,,,,,0
31,kavf29xw,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.180249,1,,,6609.0,1,,0.0,1,gp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,9,6,gp,info_only,human_only,4,1,8o0qyfku,,,,,0
32,46nfbn7d,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.188209,1,,,5541.0,2,,0.0,1,gp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,1,4,b,d,a,c,d,9,6,gp,info_only,human_only,4,1,8o0qyfku,,,,,0
33,cxkynnyi,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.196019,1,,,5762.0,3,,0.0,1,gp,Edge,151.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,5,6,gp,info_only,human_only,4,1,8o0qyfku,,,,,0
34,obh2xbv7,,0,308,307,post_exp,FinalForProlific,2026-08-26 15:51:58.206053,1,,,3599.0,4,,0.0,1,gp,Firefox,154.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,4,6,gp,info_only,human_only,4,1,8o0qyfku,,,,,0
1,h6uum3a0,,0,0,307,,,,0,,,0.0,1,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
2,1sm81k9n,,0,0,307,,,,0,,,0.0,2,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
3,viqu4uii,,0,0,307,,,,0,,,0.0,3,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
4,usga0n3x,,0,0,307,,,,0,,,0.0,4,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
5,hs4xbgbq,,0,0,307,,,,0,,,0.0,5,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
6,nrjmji6d,,0,0,307,,,,0,,,0.0,6,,0.0,,ghp,,,,,,,,,,,,0,1,,,,,,,1,ghp,gamified,human_only,6,1,pjdgwdrm,,,,,1
7,gaedgvq0,,0,0,307,,,,0,,,0.0,1,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
8,bs2nrwrb,,0,0,307,,,,0,,,0.0,2,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
9,nal0glda,,0,0,307,,,,0,,,0.0,3,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
10,kyiiznwg,,0,0,307,,,,0,,,0.0,4,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
11,cdov7q80,,0,0,307,,,,0,,,0.0,5,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
12,y9ujjhy6,,0,0,307,,,,0,,,0.0,6,,0.0,,ng,,,,,,,,,,,,0,1,,,,,,,2,ng,non_gamified,human_only,6,1,pjdgwdrm,,,,,1
1,sm0ry4ut,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.855783,1,,,5513.0,1,,0.0,1,ghp,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,4,b,d,a,c,d,2,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
2,tvxlbecc,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.923121,1,,,4694.0,2,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,4,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
3,sxp8ngu2,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.943671,1,,,4999.0,3,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,7,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
4,70gpk2i9,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.983918,1,,,5310.0,4,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,4,b,d,a,c,d,8,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
5,mcswnxs6,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.977307,1,,,5861.0,5,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,4,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
6,y51mizer,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.990786,1,,,7871.0,6,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,7,1,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
7,wqx1o2wk,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:56.997352,1,,,5899.0,1,,0.0,1,ng,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
8,2eqstpu0,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.004264,1,,,5907.0,2,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,4,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
9,5koml6p7,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.010438,1,,,5187.0,3,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,9,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
10,74kwsfm2,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.016967,1,,,5169.0,4,,0.0,1,ng,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,8,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
11,sfggcdud,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.023185,1,,,4407.0,5,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,6,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
12,7rwcsuuk,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.029016,1,,,4809.0,6,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,6,2,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
13,gnbf58uk,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.035310,1,,,3295.0,1,,0.0,1,ghp,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,3,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
14,gfn2r8vo,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.041816,1,,,1205.0,2,,0.0,1,ghp,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,5,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
15,fpjd0ju0,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.048738,1,,,482.0,3,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
16,ypfasl0o,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.055571,1,,,4209.0,4,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,5,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
17,shtk2vi6,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.061541,1,,,9416.0,5,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,7,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
18,j6legxhq,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.068288,1,,,5335.0,6,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,0,3,ghp,gamified,human_only,6,1,h04ar64h,,,,,0
19,26cqd8wg,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.141876,1,,,5413.0,1,,0.0,1,ng,Chrome,150.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,8,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
20,xzwecx41,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.148110,1,,,4458.0,2,,0.0,1,ng,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,4,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
21,312jd80s,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.154639,1,,,8987.0,3,,0.0,1,ng,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,3,b,d,a,c,d,4,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
22,oq7csg5x,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.160895,1,,,5117.0,4,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,1,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
23,w03fifp1,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.167234,1,,,5938.0,5,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,6,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
24,18ahuxm6,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.173490,1,,,4128.0,6,,0.0,1,ng,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,0,1,b,d,a,c,d,5,4,ng,non_gamified,human_only,6,1,h04ar64h,,,,,0
25,q0dsxnk7,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.247487,1,,,6597.0,1,,0.0,1,ghp,Edge,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,6,5,ghp,gamified,human_only,3,1,h04ar64h,,,,,0
26,hib1sgxm,,0,308,307,post_exp,FinalForProlific,2026-09-04 16:42:57.253898,1,,,4720.0,2,,0.0,1,ghp,Chrome,150.0.0,Windows,10,Other,0,0,0,1,,1,1,6,b,d,a,c,d,4,5,ghp,gamified,human_only,3,1,h04ar64h,,,,,0
27,p0qjg0v3,,0,306,307,post_exp,Payoff,2026-09-04 16:42:57.260377,1,,,7145.0,3,,0.0,1,ghp,Chrome,152.0.0,Windows,10,Other,0,0,0,1,,1,1,2,b,d,a,c,d,4,5,ghp,gamified,human_only,3,1,h04ar64h,,,,,0
